SITEVISITID,ROUNDID,MISSIONID,REGION,ISLAND,SEC_NAME,REEF_ZONE,DEPTH_BIN,new_MIN_DEPTH_M,new_MAX_DEPTH_M,SITE,OLD_SITE,OCC_SITEID,LATITUDE_SV,LONGITUDE_SV,LATITUDE_LOV,LONGITUDE_LOV,OBS_YEAR,ANALYSIS_YEAR,DATE_,HABITAT_CODE,EXCLUDE_FLAG,CLIMATE_STATION_YN,PERM_SITE,TRANSECT_PHOTOS,PHOTOMOSAIC_YN,benth,fish,arms_d,arms_r,cau_d,cau_r,microb,ARMS,Benthic,CAU,Fish,Oceanography,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,bANALYSIS_SCHEME,TUT2012,OTHER_AREA_GROUPING,SPECIAL_PROJ_YN,SPECIAL_PROJ_DESCRIPTION
38311,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Shallow,NA,NA,SAI-01741,SAI-1741,NA,15.179503,145.698659,15.179503,145.698659,2022,2022,04/22/2022 13.01.10,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38312,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Shallow,NA,NA,SAI-01748,SAI-1748,NA,15.18958,145.703055,15.18958,145.703055,2022,2022,04/22/2022 14.09.45,APR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38320,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Deep,NA,NA,SAI-01640,SAI-1640,NA,15.256412,145.739327,15.256412,145.739327,2022,2022,04/24/2022 12.37.48,PAV,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38321,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-01706,SAI-1706,NA,15.25619,145.725631,15.25619,145.725631,2022,2022,04/24/2022 13.22.53,AGR,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38322,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-01713,SAI-1713,NA,15.250208,145.711516,15.250208,145.711516,2022,2022,04/24/2022 13.59.24,AGR,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38323,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Deep,NA,NA,SAI-01656,SAI-1656,NA,15.242142,145.695791,15.242142,145.695791,2022,2022,04/24/2022 14.50.15,PAV,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38324,180,RA2201_LEG3,MARIAN,Saipan,Saipan,NA,NA,NA,NA,SAI-02000,SAI-2000,OCC-SAI-004,15.25792,145.8166,15.25791,145.81665,2022,2022,04/24/2022 10.07.00,NA,0,-1,NA,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38325,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-00020,SAI-20,OCC-SAI-005,15.25863,145.815714,15.25866095,145.8156865,2022,2022,04/24/2022 11.00.40,NA,0,0,NA,0,-1,0,0,0,0,1,1,0,0,0,1,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38328,180,RA2201_LEG3,MARIAN,Saipan,Saipan,NA,NA,NA,NA,SAI-02006,SAI-2006,OCC-SAI-017A,15.25616,145.76794,15.25618,145.76793,2022,2022,04/24/2022 13.24.32,NA,0,-1,NA,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38340,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Deep,NA,NA,SAI-01655,SAI-1655,NA,15.216599,145.682506,15.216599,145.682506,2022,2022,04/25/2022 09.07.08,RRB,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38341,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Deep,NA,NA,SAI-01639,SAI-1639,NA,15.201971,145.694614,15.201971,145.694614,2022,2022,04/25/2022 10.01.41,RRB,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38342,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-01709,SAI-1709,NA,15.197677,145.702956,15.197677,145.702956,2022,2022,04/25/2022 10.52.05,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38343,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-01726,SAI-1726,NA,15.216681,145.696447,15.216681,145.696447,2022,2022,04/25/2022 12.09.43,APS,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38344,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-01723,SAI-1723,NA,15.223917,145.701329,15.223917,145.701329,2022,2022,04/25/2022 13.09.06,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38345,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-01720,SAI-1720,NA,15.228499,145.693902,15.228499,145.693902,2022,2022,04/25/2022 14.16.05,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38346,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-00021,SAI-21,OCC-SAI-001,15.290756,145.80928,15.29061788,145.8094132,2022,2022,04/25/2022 10.14.37,NA,0,0,NA,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38347,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-00021,SAI-21,OCC-SAI-002,15.290608,145.809393,15.29061788,145.8094132,2022,2022,04/25/2022 11.34.11,NA,0,0,NA,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38348,180,RA2201_LEG3,MARIAN,Saipan,Saipan,NA,NA,NA,NA,SAI-01999,SAI-1999,OCC-SAI-003,15.290066,145.809505,15.29005,145.80949,2022,2022,04/25/2022 12.12.55,NA,0,-1,NA,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38360,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Deep,NA,NA,SAI-01665,SAI-1665,NA,15.244336,145.699648,15.244336,145.699648,2022,2022,04/26/2022 08.58.50,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38361,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-01703,SAI-1703,NA,15.238858,145.698566,15.238858,145.698566,2022,2022,04/26/2022 09.43.38,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38362,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-01712,SAI-1712,NA,15.255716,145.730897,15.255716,145.730897,2022,2022,04/26/2022 10.52.05,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38363,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-01715,SAI-1715,NA,15.253424,145.758243,15.253424,145.758243,2022,2022,04/26/2022 12.00.18,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38364,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Deep,NA,NA,SAI-01687,SAI-1687,NA,15.256318,145.765165,15.256318,145.765165,2022,2022,04/26/2022 13.13.06,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38367,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-00022,SAI-22,OCC-SAI-016,15.25651,145.767496,15.25657394,145.7675895,2022,2022,04/26/2022 10.51.25,NA,0,-1,NA,0,-1,0,0,0,0,1,1,0,0,0,1,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38368,180,RA2201_LEG3,MARIAN,Saipan,Saipan,NA,NA,NA,NA,SAI-02005,SAI-2005,OCC-SAI-015,15.25729,145.766475,15.25729,145.76653,2022,2022,04/26/2022 12.09.43,NA,0,-1,NA,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38369,180,RA2201_LEG3,MARIAN,Saipan,Saipan,Forereef,Mid,NA,NA,SAI-00022,SAI-22,OCC-SAI-016,15.256522,145.767545,15.25657394,145.7675895,2022,2022,04/26/2022 13.19.40,NA,0,-1,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38380,180,RA2201_LEG3,MARIAN,Tinian,Tinian,Forereef,Deep,NA,NA,TIN-00743,TIN-743,NA,15.028959,145.584896,15.028959,145.584896,2022,2022,04/27/2022 09.22.30,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38381,180,RA2201_LEG3,MARIAN,Tinian,Tinian,Forereef,Mid,NA,NA,TIN-00764,TIN-764,NA,15.011915,145.586333,15.011915,145.586333,2022,2022,04/27/2022 10.56.38,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38382,180,RA2201_LEG3,MARIAN,Tinian,Tinian,Forereef,Deep,NA,NA,TIN-00746,TIN-746,NA,14.989147,145.595136,14.989147,145.595136,2022,2022,04/27/2022 12.39.19,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38383,180,RA2201_LEG3,MARIAN,Tinian,Tinian,Forereef,Mid,NA,NA,TIN-00761,TIN-761,NA,14.989806,145.604226,14.989806,145.604226,2022,2022,04/27/2022 13.48.52,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38384,180,RA2201_LEG3,MARIAN,Tinian,Tinian,Forereef,Deep,NA,NA,TIN-00740,TIN-740,NA,14.962233,145.611212,14.962233,145.611212,2022,2022,04/27/2022 09.00.08,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38385,180,RA2201_LEG3,MARIAN,Tinian,Tinian,Forereef,Mid,NA,NA,TIN-00780,TIN-780,NA,14.967393,145.610432,14.967393,145.610432,2022,2022,04/27/2022 09.55.03,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38386,180,RA2201_LEG3,MARIAN,Tinian,Tinian,Forereef,Deep,NA,NA,TIN-00744,TIN-744,NA,14.971082,145.60862,14.971082,145.60862,2022,2022,04/27/2022 10.55.38,AGR,0,-1,NA,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38387,180,RA2201_LEG3,MARIAN,Tinian,Tinian,Forereef,Mid,NA,NA,TIN-00775,TIN-775,NA,14.98211,145.61038,14.98211,145.61038,2022,2022,04/27/2022 12.15.00,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38401,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Deep,NA,NA,AGU-00541,AGU-541,NA,14.857313,145.55009,14.86854,145.57702,2022,2022,04/28/2022 11.20.56,AGR,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38402,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Shallow,NA,NA,AGU-00556,AGU-556,NA,14.853755,145.541811,14.8568,145.54581,2022,2022,04/28/2022 12.18.17,PSC,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38403,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Shallow,NA,NA,AGU-00549,AGU-549,NA,14.846779,145.537224,14.82631,145.53085,2022,2022,04/28/2022 13.50.21,PAV,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38407,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Deep,NA,NA,AGU-00580,AGU-580,NA,14.841725,145.530323,14.841725,145.530323,2022,2022,04/28/2022 11.13.13,AGR,0,-1,NA,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38408,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Mid,NA,NA,AGU-00554,AGU-554,NA,14.844095,145.535829,14.83537978,145.5422882,2022,2022,04/28/2022 12.27.31,APS,0,-1,NA,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38409,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Deep,NA,NA,AGU-00570,AGU-570,NA,14.846808,145.533689,14.846808,145.533689,2022,2022,04/28/2022 13.24.49,AGR,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38410,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Mid,NA,NA,AGU-00545,AGU-545,NA,14.849775,145.537783,14.84696,145.53218,2022,2022,04/28/2022 14.22.06,SAG,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38420,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Deep,NA,NA,AGU-00532,AGU-532,NA,14.860862,145.557036,14.83198,145.53791,2022,2022,04/29/2022 08.39.32,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38421,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Mid,NA,NA,AGU-00543,AGU-543,NA,14.858266,145.553312,14.85684,145.54581,2022,2022,04/29/2022 09.31.45,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38422,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Shallow,NA,NA,AGU-00558,AGU-558,NA,14.854183,145.543039,14.83982,145.5272,2022,2022,04/29/2022 10.36.52,PSC,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38423,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Shallow,NA,NA,AGU-00523,AGU-523,NA,14.850468,145.538754,14.85227,145.5803,2022,2022,04/29/2022 11.42.31,PAV,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38424,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Deep,NA,NA,AGU-00579,AGU-579,NA,14.843653,145.532077,14.843653,145.532077,2022,2022,04/29/2022 08.49.32,AGR,0,-1,NA,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38425,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Mid,NA,NA,AGU-00548,AGU-548,NA,14.845551,145.536337,14.82478,145.52297,2022,2022,04/29/2022 09.47.46,APS,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38426,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Deep,NA,NA,AGU-00555,AGU-555,NA,14.851889,145.537329,14.83907989,145.5272414,2022,2022,04/29/2022 11.25.22,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38427,180,RA2201_LEG3,MARIAN,Aguijan,Aguijan,Forereef,Mid,NA,NA,AGU-00546,AGU-546,NA,14.853604,145.539827,14.84006,145.52763,2022,2022,04/29/2022 12.41.32,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38440,180,RA2201_LEG3,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,NA,NA,GUA-02475,GUA-2475,NA,13.294096,144.770613,13.25805,144.65035,2022,2022,04/30/2022 09.57.02,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38441,180,RA2201_LEG3,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,NA,NA,GUA-02454,GUA-2454,NA,13.291168,144.766769,13.33611,144.77732,2022,2022,04/30/2022 11.04.10,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38442,180,RA2201_LEG3,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,NA,NA,GUA-02448,GUA-2448,NA,13.282392,144.764464,13.50928,144.90525,2022,2022,04/30/2022 12.09.46,PAV,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38443,180,RA2201_LEG3,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,NA,NA,GUA-02434,GUA-2434,NA,13.301538,144.774494,13.50267,144.7689,2022,2022,04/30/2022 13.22.18,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38444,180,RA2201_LEG3,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,NA,NA,GUA-02432,GUA-2432,NA,13.313624,144.774138,13.48086,144.7089,2022,2022,04/30/2022 14.08.59,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38445,180,RA2201_LEG3,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,NA,NA,GUA-00013,GUA-13,OCC-GUA-007,13.291619,144.767585,13.29163333,144.7677,2022,2022,04/30/2022 09.54.05,NA,0,-1,NA,0,-1,0,0,0,0,1,1,0,0,0,1,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38446,180,RA2201_LEG3,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,NA,NA,GUA-00013,GUA-13,OCC-GUA-007,13.29155,144.767672,13.29163333,144.7677,2022,2022,04/30/2022 10.51.24,NA,0,-1,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38460,180,RA2201_LEG3,MARIAN,Guam,GUA_EAST_OPEN,Forereef,Mid,NA,NA,GUA-00022,GUA-22,OCC-GUA-005,13.475215,144.864836,13.47516,144.86485,2022,2022,05/01/2022 11.16.11,NA,0,0,NA,-1,0,0,0,0,0,1,1,0,0,0,1,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38480,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Deep,NA,NA,GUA-02523,GUA-2523,NA,13.485251,144.734714,13.36149369,144.6350829,2022,2022,05/02/2022 10.50.14,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,-1,Guam_Piti_2022
38481,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,NA,NA,GUA-02532,GUA-2532,NA,13.482628,144.733273,13.61099705,144.9284724,2022,2022,05/02/2022 11.36.16,SAG,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,-1,Guam_Piti_2022
38482,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,NA,NA,GUA-02526,GUA-2526,NA,13.483087,144.730218,13.52494868,144.9327425,2022,2022,05/02/2022 12.42.37,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,-1,Guam_Piti_2022
38483,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,NA,NA,GUA-02525,GUA-2525,NA,13.482008,144.72662,13.55003178,144.9427647,2022,2022,05/02/2022 14.05.07,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,-1,Guam_Piti_2022
38484,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,NA,NA,GUA-02531,GUA-2531,NA,13.481078,144.724747,13.42393921,144.7992181,2022,2022,05/02/2022 14.56.20,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,-1,Guam_Piti_2022
38485,180,RA2201_LEG3,MARIAN,Guam,GUA_TUMON,NA,NA,NA,NA,GUA-02359,GUA-2359,OCC-GUA-017,13.528828,144.801327,13.52886,144.8013,2022,2022,05/02/2022 13.35.48,NA,0,-1,NA,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,Oceanography,NA,NA,NA,NA,0,NA
38500,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,NA,NA,GUA-02384,GUA-2384,NA,13.334685,144.637741,13.63168,144.89693,2022,2022,05/03/2022 10.16.37,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38501,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,NA,NA,GUA-02363,GUA-2363,NA,13.359499,144.638205,13.43628,144.62578,2022,2022,05/03/2022 11.14.02,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38502,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,NA,NA,GUA-02362,GUA-2362,NA,13.374747,144.64416,13.45215,144.61923,2022,2022,05/03/2022 12.02.42,ROB,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38503,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,NA,NA,GUA-02369,GUA-2369,NA,13.382134,144.646789,13.56088,144.81038,2022,2022,05/03/2022 12.57.14,ROB,0,-1,NA,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38504,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Shallow,NA,NA,GUA-02355,GUA-2355,NA,13.390556,144.654432,13.47596,144.86356,2022,2022,05/03/2022 13.48.45,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38505,180,RA2201_LEG3,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,NA,NA,GUA-02379,GUA-2379,NA,13.400554,144.658205,13.5101,144.90468,2022,2022,05/03/2022 14.39.37,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,0,NA
38506,180,RA2201_LEG3,MARIAN,Guam,GUA_PITI_BOMB,Forereef,Deep,NA,NA,GUA-02558,GUA-2558,NA,13.476185,144.695546,13.476185,144.695546,2022,2022,05/03/2022 10.14.21,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,-1,Guam_Piti_2022
38507,180,RA2201_LEG3,MARIAN,Guam,GUA_PITI_BOMB,Forereef,Shallow,NA,NA,GUA-02561,GUA-2561,NA,13.474887,144.696947,13.474887,144.696947,2022,2022,05/03/2022 11.29.34,SAG,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,-1,Guam_Piti_2022
38508,180,RA2201_LEG3,MARIAN,Guam,GUA_PITI_BOMB,Forereef,Shallow,NA,NA,GUA-02563,GUA-2563,NA,13.469109,144.68622,13.469109,144.68622,2022,2022,05/03/2022 13.36.36,AGR,0,-1,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,Fish,RAMP_BASIC,NA,NA,NA,-1,Guam_Piti_2022
38540,181,RA2201_LEG4,MARIAN,Guam,GUA_PITI_BOMB,Forereef,Mid,8.229198415,11.58183481,GUA-02717,GUA-2717,NA,13.468966,144.684697,13.468966,144.684697,2022,2022,05/10/2022 10.15.05,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38541,181,RA2201_LEG4,MARIAN,Guam,GUA_PITI_BOMB,Forereef,Shallow,7.314843036,8.533983542,GUA-02716,GUA-2716,NA,13.473304,144.697051,13.473304,144.697051,2022,2022,05/10/2022 11.55.40,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38542,181,RA2201_LEG4,MARIAN,Guam,GUA_PITI_BOMB,Forereef,Mid,4.571776897,5.18134715,GUA-02672,GUA-2672,NA,13.479462,144.706698,13.479462,144.706698,2022,2022,05/10/2022 13.54.22,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
